audio_name,type,transcription,choices,annotation
LU_017.wav,LU,"To get to the washroom from lab A, first turn right and then go straight and then turn left. At the second left, the washroom is on your right.","A: Turn right from Lab A, go straight, and then turn left at the second left to find Lab B
B: Turn right from Lab A, go straight past the first left, and then ask other people for further instruction
C: Turn left from Lab A and then ask other people for further instruction
D: Go straight from Lab A and then ask other people for further instruction
E: Ask another person near you for direction",B
LU_018.wav,LU,"Walk past the cafeteria and then turn right. After passing the lab A, you may take a left and you will probably reach the locker room and after passing the locker room, you may turn right and then turn left or turn right and then you will see the lab B.","A: Walk past the cafeteria, turn right, pass lab A, take a left, pass the locker room, turn right, and then turn left to find Lab B
B: Walk past the cafeteria, turn right, pass lab A, take a left, pass the locker room, turn right, and then turn right to find Lab B
C: Walk past the cafeteria, turn right, pass lab A, take a right, pass the locker room, turn right, and then turn left to find Lab B
D: Walk past the cafeteria, turn right, pass lab A, take a left, pass the locker room, and ask other people for further instruction
E: Ask another person near you for direction",D
LU_019.wav,LU,go straight to the lab A and pass it then maybe turn right and turn left at the I think at the first crossing and you will reach the lab B,"A: Go straight to Lab A, pass it, then turn right and turn left at the first crossing to reach Lab B
B: Go straight to Lab A, pass it, then turn left at the first crossing to reach Lab B
C: Go straight to Lab A, pass it, then continue straight and ask other people for further instruction
D: Go straight to Lab A, do not pass it, but instead ask for further instructions there
E: Ask another person near you for direction",C
LU_020.wav,LU,"Walk straight south from the cafeteria and then maybe turn right after passing two or three rooms, the left is here.","A: Walk straight south from the cafeteria and turn right after passing two rooms, then look for Lab B
B: Walk straight south from the cafeteria and turn right after passing three rooms, then look for Lab B
C: Walk straight south from the cafeteria and turn left after passing two rooms, then look for Lab B
D: Walk straight south from the cafeteria and continue to walk straight, ask other people for further instruction
E: Ask another person near you for direction",D
LU_021.wav,LU,"Go straight ahead and turn left at the second crossing, then right. Maybe pass the student lounge, locker room, and then you will see the cafeteria.","A: Go straight ahead, turn left at the second crossing, then right, and ask other people for further instruction
B: Go straight ahead, turn left at the second crossing, then left, and ask other people for further instruction
C: Go straight ahead, turn right at the second crossing, then right, and ask other people for further instruction
D: Go straight ahead, turn left at the second crossing, then right, pass the student lounge, locker room, and then ask another person for detailed guidance
E: Ask another person near you for direction",A
LU_022.wav,LU,"To get to the cafeteria from the mail room, first, go straight, and then turn right at the third right. And then go straight, go straight, go straight, and then the cafeteria should be on your right.","A: Go straight from the mail room, turn right at the third right, then go straight and look for the cafeteria on your right
B: Go straight from the mail room, turn right at the third right, then go straight and ask another person for further instruction
C: Go straight from the mail room, turn right at the second right, then go straight and look for the cafeteria on your right
D: Go straight from the mail room, turn right at the third right, then go straight, go straight, and before the next action, ask other people for further instruction
E: Ask another person near you for direction",B
LU_023.wav,LU,So first go straight down the hall and make a right turn or maybe make a left turn and go straight past the locker room and destination is on your right.,"A: Go straight down the hall and make a right turn, go straight past the locker room and the destination is on your right
B: Go straight down the hall and make a left turn, go straight past the locker room and the destination is on your right
C: Go straight down the hall, at the intersection ask another person for further instruction
D: Go straight down the hall, make a right turn, and if the cafeteria is not on the right, return to the intersection and try the left turn
E: Ask another person near you for direction",C
LU_024.wav,LU,go straight and then take the first the second left and then turn right and you will see the washroom,"A: Go straight, take the second left, then turn right and ask other people for further instruction
B: Go straight, take the first left, then turn right and ask other people for further instruction
C: Go straight, take the second left, then turn left and ask other people for further instruction
D: Go straight, take the first left, then turn left and ask other people for further instruction
E: Ask another person near you for direction",E
LU_025.wav,LU,go down the highway and turn right at the end of the road and then maybe turn right again and after passing the panel room and I think the art studio you will reach the left B,"A: Go down the highway, turn right at the end of the road, turn right again, pass the panel room and the art studio, and then look for Lab B on the left
B: Go down the highway, turn right at the end of the road, continue straight instead of turning right again, pass the panel room and the art studio, and then ask other people for further instruction
C: Go down the highway, turn left at the end of the road, pass the panel room and the art studio, and then ask other people for further instruction
D: Go down the highway, turn right at the end of the road, turn right again, and before passing the panel room, ask other people for further instruction
E: Ask another person near you for direction",B
LU_026.wav,LU,"To get to the left B first, go straight and then turn right at the second right. And then go straight, the left B should be on your left.","A: Go straight and turn right at the second right, then go straight until Lab B is on your left
B: Go straight and turn left at the second right, then go straight until Lab B is on your left
C: Go straight and turn right at the first right, then go straight until Lab B is on your left
D: Go straight and turn right at the second right, then go straight and ask other people for further instruction
E: Ask another person near you for direction",E
LU_027.wav,LU,go straight down the hallway and take the second left then go straight down the hallway again and when you see the automation office turn left probably and you will see that B,"A: Go straight down the hallway, take the second left, then go straight down the hallway again, and when you see the automation office, turn left and look for Lab B
B: Go straight down the hallway, take the second left, then go straight down the hallway again, and when you see the automation office, continue straight and ask other people for further instruction
C: Go straight down the hallway, take the first left, then go straight down the hallway again, and when you see the automation office, turn left and look for Lab B
D: Go straight down the hallway, take the second left, then go straight down the hallway again, and before reaching the automation office, ask another person for detailed guidance
E: Ask another person near you for direction",D
LU_028.wav,LU,"Turn left, keep going straight and take the second or maybe the third right and then go straight to reach the destination.","A: Turn left, keep going straight and take the second right and then go straight to reach Lab B
B: Turn left, keep going straight and take the third right and then go straight to reach Lab B
C: Turn left, keep going straight and take the second right, then ask other people for further instruction
D: Turn left, keep going straight and take the third right, then ask other people for further instruction
E: Ask another person near you for direction",C
LU_029.wav,LU,"To get to the cafeteria from the mail office, first go straight and then turn right after the washroom and library. And then turn right. No, sorry. And then go straight. And then the cafeteria is at the end of the hallway.","A: Go straight from the mail office, turn right after the washroom and library, and then go straight to the end of the hallway to find the cafeteria
B: Go straight from the mail office, turn left after the washroom and library, and then go straight to the end of the hallway to find the cafeteria
C: Go straight from the mail office, turn right after the washroom and library, and then ask other people for further instruction
D: Go straight from the mail office, bypass the washroom and library without turning, and continue straight to the end of the hallway to find the cafeteria
E: Ask another person near you for direction",A
LU_030.wav,LU,So first you want to go straight and then you make a first right turn and then you go straight again and when you see the R studio you turn left and then maybe you should turn right at the conference room and then when you go straight again you will see the cafeteria.,"A: Go straight, make the first right turn, go straight again, turn left at the R studio, turn right at the conference room, and then go straight to see the cafeteria
B: Go straight, make the first right turn, go straight again, turn left at the R studio, and then ask other people for further instruction
C: Go straight, make the first left turn, go straight again, turn left at the R studio, and then go straight to see the cafeteria
D: Go straight, make the first right turn, go straight again, turn right at the R studio, and then go straight to see the cafeteria
E: Ask another person near you for direction",B
LU_031.wav,LU,To get to the cafeteria from the mail office first go straight and then turn right and then go down the hallway and then you should probably turn left at the piano room and then go straight the cafeteria should be on your right,"A: Go straight from the mail office, turn right, go down the hallway, turn left at the piano room, and then go straight until the cafeteria is on your right
B: Go straight from the mail office, turn right, go down the hallway, and then ask another person for further instruction at the piano room
C: Go straight from the mail office, turn right, go down the hallway, turn right at the piano room, and then go straight until the cafeteria is on your right
D: Go straight from the mail office, turn left, go down the hallway, turn left at the piano room, and then go straight until the cafeteria is on your right
E: Ask another person near you for direction",B
LU_032.wav,LU,Take a right at the start location and head down the hallway and take a left after crossing lap B. Head down the hallway and take the first or maybe second left. Stop when the lap B's entrance is to your left.,"A: Take a right at the start location, head down the hallway, and take a left after crossing Lab B, then ask other people for further instruction
B: Take a right at the start location, head down the hallway, and take the first left, then ask other people for further instruction
C: Take a right at the start location, head down the hallway, and take the second left, then ask other people for further instruction
D: Take a left at the start location, head down the hallway, and take a left after crossing Lab B, then ask other people for further instruction
E: Ask another person near you for direction",D
LU_033.wav,LU,"So first you want to turn right and then you go straight. You see the cafeteria, lab 8, the auditorium, the conference room. And then you make a right turn and you go straight again all the way down to the gym. And then you make another right turn and you go straight. And when you arrive at the other corner of the gym, you make a right turn. And then you go straight and you will see a lab 8 is on your left.","A: Turn right, go straight past the cafeteria, lab 8, the auditorium, the conference room, make a right turn, go straight down to the gym, make another right turn, go straight, make a right turn at the other corner of the gym, and then go straight until you see Lab B on your left
B: Turn right, go straight past the cafeteria, lab 8, the auditorium, the conference room, make a right turn, go straight down to the gym, make another right turn, go straight, and ask other people for further instruction
C: Turn left, go straight past the cafeteria, lab 8, the auditorium, the conference room, make a right turn, go straight down to the gym, make another right turn, go straight, make a right turn at the other corner of the gym, and then go straight until you see Lab B on your left
D: Turn right, go straight past the cafeteria, lab 8, the auditorium, the conference room, make a left turn, go straight down to the gym, make another right turn, go straight, make a right turn at the other corner of the gym, and then go straight until you see Lab B on your left
E: Ask another person near you for direction",B
LU_034.wav,LU,So first you want to turn right and then you want to go straight and when you see the technical support centers you will make a laughter and then you will go straight again and maybe you will pass one or two blocks and you will see the cafeteria.,"A: Turn right, go straight, and after passing the technical support centers, take a left, then go straight and pass one or two blocks until you see the cafeteria
B: Turn right, go straight, and after passing the technical support centers, take a left, then go straight and ask other people for further instruction
C: Turn left, go straight, and after passing the technical support centers, take a left, then go straight and pass one or two blocks until you see the cafeteria
D: Turn right, go straight, and after passing the technical support centers, take a right, then go straight and pass one or two blocks until you see the cafeteria
E: Ask another person near you for direction",B
LU_035.wav,LU,"So first you want to go straight and you walk through the piano room, the art studio, and when you see the student lunch, you make a left turn. And then you go straight again and you maybe take the first right turn. First right turn and then you go straight again and you will see the cafeteria on your left.","A: Go straight, walk through the piano room, the art studio, make a left turn at the student lunch, go straight, take the first right turn, go straight, and you will see the cafeteria on your left
B: Go straight, walk through the piano room, the art studio, make a left turn at the student lunch, go straight, and ask other people for further instruction
C: Go straight, walk through the piano room, the art studio, make a right turn at the student lunch, go straight, take the first right turn, go straight, and you will see the cafeteria on your left
D: Go straight, walk through the piano room, the art studio, continue straight past the student lunch, go straight, take the first right turn, go straight, and you will see the cafeteria on your left
E: Ask another person near you for direction",B
LU_036.wav,LU,so first you want to go straight and you want to walk from the piano room all the way to the washroom and then you will probably you probably want to make a left turn at the washroom and then if you go straight you will see the cafeteria,"A: Go straight from the piano room to the washroom, make a left turn at the washroom, and then go straight to see the cafeteria
B: Go straight from the piano room to the washroom, make a right turn at the washroom, and then go straight to see the cafeteria
C: Go straight from the piano room to the washroom, make a left turn at the washroom, and then ask other people for further instruction
D: Go straight from the piano room to the washroom, continue straight past the washroom instead of turning, and then ask other people for further instruction
E: Ask another person near you for direction",C
LU_037.wav,LU,"To get to the left B first, turn right and then go straight. Turn left, turn left. At the second left, go straight and the left B should be on your left.","A: Turn right and then go straight, turn left, turn left, at the second left, go straight and Lab B should be on your left
B: Turn right and then go straight, turn left, turn left, at the second left, ask other people for further instruction
C: Turn left and then go straight, turn left, turn left, at the second left, go straight and Lab B should be on your left
D: Turn right and then go straight, turn right, turn right, at the second left, go straight and Lab B should be on your left
E: Ask another person near you for direction",B
LU_038.wav,LU,"To get to the left B, first go straight and then turn right at the second right, pass the auditorium and then turn left. No, no, no, no. So just go straight and the left B should be on your left.","A: Go straight and Lab B should be on your left
B: Go straight, pass the auditorium, and then ask another person for further instruction
C: Turn right at the second right, pass the auditorium, and then turn left, then ask other people for further instruction
D: Turn right at the second right, pass the auditorium, and then turn left, then continue straight until you find Lab B on your left
E: Ask another person near you for direction",E
LU_039.wav,LU,"So first you want to take a right turn and then you take another left turn when you see the vending machine and then you go straight. I think maybe you should take the first, sorry, I think maybe you should take the second right turn and then go straight and you will see the cafeteria.","A: Take a right turn, then a left at the vending machine, then go straight, and take the second right turn to find the cafeteria
B: Take a right turn, then a left at the vending machine, then go straight, and take the first right turn to find the cafeteria
C: Take a left turn, then a left at the vending machine, then go straight, and take the second right turn to find the cafeteria
D: Take a right turn, then a left at the vending machine, then go straight, and ask other people for further instruction
E: Ask another person near you for direction",D
LU_040.wav,LU,"As far as I know, if you want to go to the technical support centers, you need to go straight past the cafeteria and turn right. Keep going when you see the library and the locker room. You turn left and go to the hallway between these two rooms and keep going to the hallway to the very end, I suppose. Then you will see the technical support centers on your right.","A: Go straight past the cafeteria
B: Go straight past the cafeteria and ask another person for further instruction
C: Turn right before the cafeteria
D: Turn left before the cafeteria
E: Ask another person near you for direction",B
LU_041.wav,LU,"So first you should go straight start from the mail office and then when you see lab A, you should take the left turn. And then you go straight again all the way down the hall until you see the winding machine. And you should probably take the right turn at the winding machine and then go straight again and you will see the cafeteria.","A: Go straight from the mail office, take a left at lab A, continue straight down the hall, take a right at the vending machine, and then go straight to find the cafeteria.
B: Go straight from the mail office, take a left at lab A, continue straight down the hall, and ask another person for further instruction at the vending machine.
C: Go straight from the mail office, take a right at lab A, continue straight down the hall, take a right at the vending machine, and then go straight to find the cafeteria.
D: Go straight from the mail office, take a left at lab A, continue straight down the hall, take a left at the vending machine, and then go straight to find the cafeteria.
E: Ask another person near you for direction.",B
LU_042.wav,LU,"To get to the cafeteria from the mail office, first go straight and then turn left and then go straight and then turn right after the locker room. And then go straight all the way down the hallway. The cafeteria should be on your right. Oh no, the cafeteria is on your left, sorry.","A: From the mail office, go straight, turn left, go straight, turn right after the locker room, and then go straight all the way down the hallway. The cafeteria will be on your left.
B: From the mail office, go straight, turn right, go straight, turn right after the locker room, and then go straight all the way down the hallway. The cafeteria will be on your left.
C: From the mail office, go straight, turn left, go straight, turn left after the locker room, and then go straight all the way down the hallway. The cafeteria will be on your left.
D: From the mail office, go straight, turn left, go straight, turn right after the locker room, and then go straight all the way down the hallway. Ask another person for further instruction to confirm the cafeteria's location.
E: Ask another person near you for direction",D
LU_043.wav,LU,Work past the cafeteria and turn left between maybe washroom and mail office. You will pass through a library and I think maybe the light is on your left.,"A: Walk past the cafeteria and turn left between the washroom and mail office, then pass through the library and look for Lab B on the left
B: Walk past the cafeteria and turn right between the washroom and mail office, then pass through the library and look for Lab B on the left
C: Walk past the cafeteria and turn left between the washroom and mail office, then pass through the library and ask other people for further instruction
D: Walk past the cafeteria and continue straight without turning, then pass through the library and ask other people for further instruction
E: Ask another person near you for direction",E
LU_044.wav,LU,So you keep going straight and make a left turn by the auditorium and then you keep going straight down the hall and I think you make a right turn and the destination will be on your left.,"A: Go straight, make a left turn by the auditorium, continue straight down the hall, make a right turn, and the destination will be on your left
B: Go straight, make a left turn by the auditorium, continue straight down the hall, and ask other people for further instruction
C: Go straight, make a right turn by the auditorium, continue straight down the hall, and ask other people for further instruction
D: Go straight, make a left turn by the auditorium, continue straight down the hall, make a left turn, and the destination will be on your left
E: Ask another person near you for direction",B
LU_045.wav,LU,So first you will turn right and then you go straight past through the cafeteria and then you turn right again and then you go straight take the third left turn no the the second left turn at the locker room and then you go straight again and you will see lebby is on your left,"A: Turn right, go straight past the cafeteria, turn right again, take the second left turn at the locker room, go straight, and Lab B will be on your left
B: Turn right, go straight past the cafeteria, turn right again, take the first left turn, go straight, and ask other people for further instruction
C: Turn right, go straight past the cafeteria, turn left, take the second left turn at the locker room, go straight, and Lab B will be on your left
D: Turn right, go straight past the cafeteria, turn right again, take the third left turn, go straight, and ask other people for further instruction
E: Ask another person near you for direction",E
LU_046.wav,LU,"To get to the cafeteria from the mail office, first go straight and then turn left before the vending machine and then turn right and then turn left again before the student Oh, before the student lounge and then go straight and then and then turn right after the auditorium and then go straight and then the cafeteria is on our right and then turn left","A: Go straight from the mail office, turn left before the vending machine, turn right, turn left before the student lounge, go straight, turn right after the auditorium, and the cafeteria will be on the right
B: Go straight from the mail office, turn left before the vending machine, turn right, turn left before the student lounge, go straight, turn right after the auditorium, go straight, and ask other people for further instruction
C: Go straight from the mail office, turn left before the vending machine, turn right, turn left before the student lounge, go straight, and ask other people for further instruction
D: Go straight from the mail office, turn left before the vending machine, turn right, turn left before the student lounge, go straight, turn left after the auditorium, and ask other people for further instruction
E: Ask another person near you for direction",A
LU_047.wav,LU,Pass the cafeteria you can turn right and go down the hallway turn left and keep going past the admission office and pass the gym when you see the technical support centers go to the right of that hallway and turn left on that hallway and turn left again when you pass the art studio the left B is on your right,"A: Pass the cafeteria, turn right, go down the hallway, turn left, keep going past the admission office, pass the gym, when you see the technical support centers go to the right of that hallway, turn left on that hallway, and turn left again when you pass the art studio
B: Pass the cafeteria, turn right, go down the hallway, turn left, keep going past the admission office, pass the gym, when you see the technical support centers go to the right of that hallway, turn left on that hallway, and ask other people for further instruction
C: Pass the cafeteria, turn left, go down the hallway, turn right, keep going past the admission office, pass the gym, when you see the technical support centers go to the left of that hallway, turn right on that hallway, and turn right again when you pass the art studio
D: Pass the cafeteria, turn right, go down the hallway, turn right, keep going past the admission office, pass the gym, when you see the technical support centers go to the left of that hallway, turn right on that hallway, and turn right again when you pass the art studio
E: Ask another person near you for direction",A
LU_048.wav,LU,So first you want to turn right and then you go straight all the way down the hole and when you see the technical support centers you'd make a laughter and maybe you just want to go straight and then you will see the cafeteria.,"A: Turn right, go straight all the way down the hall, when you see the technical support centers take a left, and then go straight to see the cafeteria
B: Turn right, go straight all the way down the hall, when you see the technical support centers ask another person for further instruction
C: Turn right, go straight all the way down the hall, when you see the technical support centers take a right, and then go straight to see the cafeteria
D: Turn left, go straight all the way down the hall, when you see the technical support centers take a left, and then go straight to see the cafeteria
E: Ask another person near you for direction",B
LU_049.wav,LU,First you should work along this way until you find the gym and then you may need to turn right and keep going. You will pass by the vending machine. You will see the cafeteria in front.,"A: Walk along this way until you find the gym, then turn right and keep going until you see the cafeteria in front
B: Walk along this way until you find the gym, then turn left and keep going until you see the cafeteria in front
C: Walk along this way until you find the gym, then turn right and keep going, ask other people for further instruction after passing by the vending machine
D: Walk along this way until you find the gym, then continue straight and keep going until you see the cafeteria in front
E: Ask another person near you for direction",C
LU_050.wav,LU,"To get to the washroom from lab A, first turn right and then probably go straight and then turn left at the second left and then the washroom is on your right.","A: Since the provided directions are for the washroom and not Lab B, ask the person to clarify directions to Lab B instead
B: If Lab B is near the washroom, follow the directions given but ask for further instruction before turning left at the second left
C: Ignore the provided directions as they are not for Lab B and ask another person for directions to Lab B
D: Follow the directions up to the point of uncertainty ('probably go straight'), then ask other people for further instruction
E: Ask another person near you for direction",A
LU_051.wav,LU,So first you want to turn right and then you take the first left turn and then you take another right turn when you see the locker room and then you take another left turn when you see the student launch and maybe you take another right turn at the auditorium and then go straight and you will see the cafeteria,"A: Turn right, take the first left, take a right at the locker room, take a left at the student lounge, take a right at the auditorium, and go straight to find the cafeteria
B: Turn right, take the first left, take a right at the locker room, take a left at the student lounge, and then ask other people for further instruction
C: Turn right, take the first left, take a right at the locker room, take a left at the student lounge, skip the right turn at the auditorium, and go straight to find the cafeteria
D: Turn right, take the first left, take a right at the locker room, take a left at the student lounge, take a left at the auditorium, and then ask other people for further instruction
E: Ask another person near you for direction",B
LU_052.wav,LU,You can go along this street at the second intersection. Maybe you can turn right and keep going at the end of the street. You can see the cafeteria. Probably it's on your left.,"A: Go along this street to the second intersection, then turn right and keep going until the end of the street, then look for the cafeteria on the left
B: Go along this street to the second intersection, then turn left and keep going until the end of the street, then look for the cafeteria on the left
C: Go along this street to the second intersection, then turn right and keep going until the end of the street, then ask other people for further instruction
D: Go along this street to the second intersection, then turn right and keep going until the end of the street, then look for the cafeteria on the right
E: Ask another person near you for direction",C
LU_053.wav,LU,Turn left and take the first right and walk towards the end of the corridor and turn left or right.,"A: Turn left, take the first right, walk towards the end of the corridor, and then turn left
B: Turn left, take the first right, walk towards the end of the corridor, and then turn right
C: Turn left, take the first right, walk towards the end of the corridor, and then ask other people for further instruction
D: Turn right, take the first right, walk towards the end of the corridor, and then ask other people for further instruction
E: Ask another person near you for direction",C
